,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
3064,sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,145000,USD,2198548,145000,,52,,2788.461538,,,,http://ramos-mejia.properati.com.ar/xnl8_venta_local_ramos-mejia
3065,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Glew|,"-34.876753005,-58.3841273299",300000,ARS,299167.34,19730.87,225,39,87.69275556,7692.307692,,,,http://glew.properati.com.ar/vska_venta_casa_glew
3066,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.628476,-58.427567",122000,USD,1849812.8,122000,,72,,1694.444444,7,4,,http://caballito.properati.com.ar/w1am_venta_departamentos_caballito
3067,sell,apartment,|Argentina|Capital Federal|Abasto|,"-34.6033902,-58.41308",95000,USD,1440428,95000,39,36,2435.897436,2638.888889,,,1300,http://abasto.properati.com.ar/12vwt_venta_departamentos_abasto_subte-linea-b_marenco-propiedades
3068,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.4817638,-58.505672",90000,USD,1364616,90000,0,38,,2368.421053,1,,,http://acassuso.properati.com.ar/ufoi_venta_departamentos_acassuso_avenida-santa-fe_1000
3069,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4429534896,-58.7387704749",3241972,ARS,3232973.93,213223.1,100,83,2132.231,39059.90361,,3,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zsus_venta_departamentos_pilar_gimnasio_lavadero_parrilla_piscina_sum_sauna_garage_amenities_nucifora-propiedades_cro
3070,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,75000,USD,1137180,75000,,50,,1500,,3,,http://villa-luzuriaga.properati.com.ar/txrl_venta_departamentos_villa-luzuriaga
3071,sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.58751,-58.510665",118000,USD,1789163.2,118000,,67,,1761.19403,,2,,http://villa-devoto.properati.com.ar/11xss_venta_departamentos_villa-devoto_balcon_parrilla_patio_terraza_toilette_lujoso_garage_placard_aire-acondicionado_devoto
3072,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,195000,USD,2956668,195000,200,100,975,1950,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/plfj_venta_casa_bs-as-g-b-a-zona-norte_virasoro-valentin_2100
3073,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4974489,-58.5596045",527000,USD,7990584.8,527000,882,521,597.5056689,1011.516315,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/zuzh_venta_casa_bs-as-g-b-a-zona-norte_avenida-sucre_400_suite_lavadero_parrilla_patio_piscina_quincho_terraza_toilette_luminoso_dependencias_garage_mosquera-gallastegui-lomas-de-san-isidro
3074,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,139900,USD,2121219.76,139900,0,56,,2498.214286,,,,http://nordelta.properati.com.ar/zmp5_venta_departamentos_nordelta_0_vista_garage_amoblado_tizado-nordelta-puerta-norte
3075,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5593663851,-58.7094926109",110000,USD,1667864,110000,,100,,1100,,,,http://muniz.properati.com.ar/sqlz_venta_casa_muniz
3076,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6133619,-58.38541",83000,USD,1258479.2,83000,37,,2243.243243,,1,1,,http://monserrat.properati.com.ar/x55h_venta_departamentos_centro-microcentro
3077,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.632555,-58.462852",85000,USD,1288804,85000,,47,,1808.510638,,2,,http://flores.properati.com.ar/ior0_venta_departamento_capital-federal
3078,sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.5904622,-58.370987",66560,USD,1009209.34,66560,32,25,2080,2662.4,13,1,,http://paternal.properati.com.ar/x6mz_venta_departamentos_paternal
3079,sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7162997,-58.2692922",60000,USD,909744,60000,,38,,1578.947368,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/g694_venta_ph_quilmes
3080,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"40.6209484,-78.9118506",100000,USD,1516240,100000,43,36,2325.581395,2777.777778,5,2,300,http://haedo.properati.com.ar/574j_venta_departamento_moron
3081,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.6583128,-58.6230295",85000,USD,1288804,85000,48,48,1770.833333,1770.833333,,2,,http://moron.properati.com.ar/yaxr_venta_departamentos_moron_garage_placard_estrenar_antonella-tessitore-bienes-raices
3082,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,260000,USD,3942224,260000,800,170,325,1529.411765,,,,http://benavidez.properati.com.ar/zqa2_venta_casa_benavidez_0_suite_lavadero_parrilla_terraza_toilette_vestidor_placard_maria-laura-altamirano-inversiones-csi-5909
3083,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.435927,-58.8118156",260000,USD,3942224,260000,1540,310,168.8311688,838.7096774,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/w9li_venta_casa_pilar_pilar_100
3084,sell,apartment,|Argentina|Capital Federal|,"-34.5677417,-58.4696969",164000,USD,2486633.6,164000,86,62,1906.976744,2645.16129,7,3,,http://capital-federal.properati.com.ar/da1t_venta_departamento_capital-federal
3085,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Valentín Alsina|,"-34.670826,-58.411538",278000,USD,4215147.2,278000,,198,,1404.040404,,4,,http://valentin-alsina.properati.com.ar/10lr5_venta_departamentos_lanus_balcon_baulera_lavadero_parrilla_patio_quincho_vista_re-max-titanium
3086,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5952839,-58.3827434",340000,USD,5155216,340000,182,167,1868.131868,2035.928144,9,4,9000,http://recoleta.properati.com.ar/xoin_venta_departamentos_recoleta_dependencias
3087,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5723623339,-58.6973547935",125000,USD,1895300,125000,220,110,568.1818182,1136.363636,,,,http://bella-vista-san-miguel.properati.com.ar/ehts_venta_casa_bella-vista
3088,sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4751293,-58.5562802",95000,USD,1440428,95000,42,42,2261.904762,2261.904762,,,,http://beccar.properati.com.ar/x20x_venta_local_beccar_jose-ingenieros_3000
3089,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,220000,USD,3335728,220000,130,90,1692.307692,2444.444444,,,,http://nordelta.properati.com.ar/11zu3_venta_casa_nordelta_0_suite_parrilla_garage_aire-acondicionado_losa-radiante_rosario-zuviria-propiedades
3090,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4917176,-58.4842087",565000,USD,8566756,565000,305,370,1852.459016,1527.027027,,,,http://la-lucila.properati.com.ar/zqas_venta_casa_la-lucila_parana_300_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_toilette_vestidor_dependencias_garage_placard_hussek-martinez
3091,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.597824,-58.416438",140000,USD,2122736,140000,,49,,2857.142857,,2,,http://palermo.properati.com.ar/10st6_venta_departamentos_palermo_gimnasio_lavadero_parrilla_piscina_sum_terraza_lujoso_amenities_aire-acondicionado_plaza-guadalupe
3092,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7391545,-58.4115463",,,,,105,90,,,,3,500,http://banfield.properati.com.ar/uxiq_venta_casa_banfield
3093,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,82000,USD,1243316.8,82000,,46,,1782.608696,,2,,http://haedo.properati.com.ar/sb5o_venta_departamentos_moron
3094,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.628026,-58.360072",1663887,ARS,1659268.89,109433.13,,58,,28687.7069,441,3,,http://boca.properati.com.ar/re8t_venta_departamentos_barracas
3095,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5678243,-58.4340205",220000,USD,3335728,220000,50,,4400,,,2,2000,http://palermo.properati.com.ar/11fmu_venta_departamentos_palermo_suite_estrenar_conectar-propiedades
3096,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.506233,-58.5158177",182500,USD,2767138,182500,81,81,2253.08642,2253.08642,3,,,http://olivos.properati.com.ar/s4kc_venta_departamentos_olivos
3097,sell,house,|Argentina|Capital Federal|Palermo|,"-34.5782005,-58.4314751",450000,USD,6823080,450000,285,185,1578.947368,2432.432432,,7,,http://palermo.properati.com.ar/10jaz_venta_casa_palermo_lavadero_patio_terraza_toilette_dependencias_garage_cobas-propiedades
3098,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4210499,-58.5787719",1827362,ARS,1822290.16,120184.81,107,0,1123.222523,,8,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/n5yq_venta_departamentos_tigre_mitre-bartolome_300
3099,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6482333,-58.5966796",240000,USD,3638976,240000,250,240,960,1000,,,,http://haedo.properati.com.ar/yehz_venta_casa_haedo_jardin_lavadero_piscina_quincho_terraza_garage_aire-acondicionado_inmobiliaria-spinellli
3100,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5176256,-58.4755124",,,,,225,200,,,,,,http://olivos.properati.com.ar/x502_venta_departamentos_olivos
3101,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5741198,-58.439201",91000,USD,1379778.4,91000,33,30,2757.575758,3033.333333,,1,,http://belgrano.properati.com.ar/10pd0_venta_departamentos_belgrano_meet-invest-re
3102,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5763367601,-58.4215512671",640000,USD,9703936,640000,147,140,4353.741497,4571.428571,,4,9000,http://palermo.properati.com.ar/10jdu_venta_departamentos_palermo_suite_gimnasio_piscina_toilette_vestidor_luminoso_lujoso_dependencias_garage_federico-galceran
3103,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5863781,-58.6016625",100000,USD,1516240,100000,80,,1250,,,3,,http://tres-de-febrero.properati.com.ar/x0om_venta_ph_tres-de-febrero
3104,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5649306,-58.548757",,,,,358,220,,,,5,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/kcgb_venta_casa_general-san-martin
3105,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.549319,-58.716002",297000,USD,4503232.8,297000,,20,,14850,,5,,http://san-miguel-san-miguel.properati.com.ar/10t3y_venta_casa_san-miguel_balcon_suite_gimnasio_parrilla_piscina_quincho_garage_re-max-life
3106,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,275000,USD,4169660,275000,196,157,1403.061224,1751.592357,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/zp31_venta_casa_bs-as-g-b-a-zona-norte_zeballos-estanislao_2300_suite_jardin_lavadero_piscina_luminoso_dependencias_poccard-bullrich-propiedades
3107,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6589785,-58.5602251",320000,USD,4851968,320000,350,250,914.2857143,1280,,,,http://ramos-mejia.properati.com.ar/ratc_venta_casa_ramos-mejia
3108,sell,apartment,|Argentina|Capital Federal|San Nicolás|,"-34.6008733,-58.3781796",62000,USD,940068.8,62000,40,40,1550,1550,,1,,http://san-nicolas.properati.com.ar/xhsm_venta_departamentos_san-nicolas_kitchinete_placard
3109,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,93000,USD,1410103.2,93000,,100,,930,,4,,http://villa-luzuriaga.properati.com.ar/saiz_venta_departamentos_la-matanza
3110,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Septiembre|,"-34.3518292755,-58.7908216123",,,,,0,61,,,,2,,http://septiembre.properati.com.ar/ybt6_venta_casa_septiembre_balcon_parrilla_toilette_placard_losa-radiante_cristian-mooswalder-propiedades
3111,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,220000,USD,3335728,220000,,,,,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/11t4w_venta_casa_pilar_balcon_suite_hidromasaje_lavadero_parrilla_piscina_vestidor_luminoso_garage_aire-acondicionado_losa-radiante_daniela-burgueno-propiedades_ded
3112,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.570884,-58.4886936",2273524,ARS,2267213.8,149528.69,54,49,2769.049815,46398.44898,,2,,http://villa-urquiza.properati.com.ar/zsyn_venta_departamentos_villa-urquiza_balcon_piscina_sum_garage_nucifora-propiedades_crr
3113,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Florencio Varela|Florencio Varela|,"-34.808835,-58.264768",,,,,,,,,,3,,http://florencio-varela.properati.com.ar/107mz_venta_casa_florencio-varela_piscina_quincho_garage_re-max-sur-iii
3114,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.628163,-58.362308",85000,USD,1288804,85000,54,54,1574.074074,1574.074074,,3,,http://boca.properati.com.ar/xa9a_venta_departamentos_boca
3115,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,1250000,USD,18953000,1250000,1100,386,1136.363636,3238.341969,,,,http://benavidez.properati.com.ar/x08y_venta_casa_benavidez_0
3116,sell,PH,|Argentina|Capital Federal|Mataderos|,"-34.6546144,-58.4893814",90000,USD,1364616,90000,55,,1636.363636,,,,,http://mataderos.properati.com.ar/wnv2_venta_ph_mataderos
3117,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,730000,USD,11068552,730000,802,285,910.2244389,2561.403509,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/wl1b_venta_casa_tigre_0
3118,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.822294,-58.40096",180000,USD,2729232,180000,,20,,9000,,6,,http://burzaco.properati.com.ar/11t7p_venta_casa_burzaco_suite_lavadero_piscina_garage_re-max-alianza
3119,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.521583,-58.4719363",490000,USD,7429576,490000,111,101,4414.414414,4851.485149,,,,http://vicente-lopez.properati.com.ar/10o79_venta_departamentos_vicente-lopez_baulera_suite_hidromasaje_lujoso_garage_aire-acondicionado_salaya-romera-propiedades_d17
3120,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5308244,-58.5733838",190000,USD,2880856,190000,480,254,395.8333333,748.0314961,,4,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/kcmw_venta_casa_general-san-martin
3121,sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4769533,-58.5248484",55000,USD,833932,55000,25,25,2200,2200,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/ea7q_venta_local_san-isidro
3122,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.8936235654,-58.0046112997",,,,,,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/eepn_venta_casa_la-plata
3123,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,98000,USD,1485915.2,98000,,66,,1484.848485,,2,,http://ramos-mejia.properati.com.ar/sbnt_venta_departamentos_la-matanza
3124,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5788149,-58.5396351",120000,USD,1819488,120000,,,,,,,,http://san-martin.properati.com.ar/wcr3_venta_departamentos_san-martin
3125,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7081393868,-58.388299942",135000,USD,2046924,135000,,1,,135000,,3,2,http://lanus.properati.com.ar/prsb_venta_departamentos_lanus
3126,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,"-34.3907393,-58.7329367",115000,USD,1743676,115000,300,,383.3333333,,,3,,http://maschwitz.properati.com.ar/12rdg_venta_casa_maschwitz_paso_1200_jardin_lavadero_garage_fede-pallotta
3127,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6958555,-58.5343773",110000,USD,1667864,110000,260,120,423.0769231,916.6666667,,3,,http://la-matanza.properati.com.ar/ilay_venta_casa_la-matanza
3128,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.3988279699,-58.6533728067",125000,USD,1895300,125000,66,45,1893.939394,2777.777778,,2,1,http://nordelta.properati.com.ar/xzsa_venta_departamentos_barrio-la-isla_balcon_parrilla_piscina_sum_vista_estrenar_mussi-calvente_b7t
3129,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9102021,-57.9787962",,,,,72,72,,,5,3,,http://la-plata.properati.com.ar/v9ts_venta_departamentos_la-plata
3130,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.425087,-58.5796585",179689,USD,2724516.49,179689,115,97,1562.513043,1852.463918,,4,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/12tvb_venta_departamentos_tigre_suite_nucifora-propiedades_crq
3131,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,245000,USD,3714788,245000,,,,,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/xysq_venta_casa_tigre_suite_jardin_lavadero_piscina_toilette_losa-radiante_alta-patagonia-propiedades
3132,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6042246,-58.4273309",105000,USD,1592052,105000,47,47,2234.042553,2234.042553,,,,http://almagro.properati.com.ar/isgg_venta_departamento_almagro
3133,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4717408778,-58.5559392763",220000,USD,3335728,220000,0,87,,2528.735632,,3,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11rzv_venta_departamentos_san-isidro_balcon_suite_lavadero_parrilla_luminoso_garage_estrenar_losa-radiante_reynolds-propiedades_c8g
3134,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,140000,USD,2122736,140000,80,60,1750,2333.333333,1,2,,http://nordelta.properati.com.ar/yyyr_venta_departamentos_nordelta_balcon_baulera_gimnasio_lavadero_parrilla_piscina_sum_sauna_garage_amenities_placard_arq-victorino-de-la-plaza
3135,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6398468,-58.68534088",85000,USD,1288804,85000,,,,,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/wsr0_venta_casa_ituzaingo
3136,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,,170000,USD,2577608,170000,0,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/vrg5_venta_casa_san-miguel
3137,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5395804,-58.7100441",72000,USD,1091692.8,72000,,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/k505_venta_departamentos_san-miguel
3138,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.624622,-58.409106",119500,USD,1811906.8,119500,,35,,3414.285714,3,2,,http://san-cristobal.properati.com.ar/11unr_venta_departamentos_san-cristobal_hidromasaje_lavadero_parrilla_patio_garage_estrenar_san-cristobal
3139,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5594846,-58.4451392",170000,USD,2577608,170000,44,40,3863.636364,4250,,2,,http://belgrano.properati.com.ar/11cyx_venta_departamentos_belgrano_balcon_baulera_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_patio_piscina_quincho_terraza_vista_sauna_lujoso_garage_amenities_placard_aire-acondicionado_deborah-sosa-inversiones-inmobiliarias_akn
3140,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.6014487472,-58.3971252862",85284,USD,1293110.12,85284,34,31,2508.352941,2751.096774,,1,,http://barrio-norte.properati.com.ar/105pr_venta_departamentos_barrio-norte_balcon_lavadero_parrilla_patio_luminoso_aire-acondicionado_triada-propiedades
3141,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.487184,-58.494881",650000,USD,9855560,650000,,243,,2674.897119,,4,,http://martinez.properati.com.ar/1066h_venta_departamentos_martinez_garage_martinez
3142,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.3715473,-58.679452",68000,USD,1031043.2,68000,300,80,226.6666667,850,,,,http://benavidez.properati.com.ar/rugq_venta_casa_benavidez
3143,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5188615,-58.4844031",110000,USD,1667864,110000,0,42,,2619.047619,1,,,http://olivos.properati.com.ar/wsus_venta_departamentos_olivos_italia_1300
3144,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.439407,-58.5634582",128000,USD,1940787.2,128000,120,70,1066.666667,1828.571429,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/nkk9_venta_ph_san-fernando_ituzaingo_1500
3145,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Monte Grande|,"-34.822136,-58.484709",180000,USD,2729232,180000,,226,,796.460177,,4,,http://monte-grande.properati.com.ar/113ny_venta_casa_esteban-echeverria_balcon_suite_jardin_lavadero_parrilla_quincho_terraza_vestidor_luminoso_garage_re-max-alianza
3146,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5471407,-58.5517885",120000,USD,1819488,120000,71,57,1690.140845,2105.263158,,,,http://villa-ballester.properati.com.ar/11q1g_venta_departamentos_villa-ballester_balcon_parrilla_terraza_toilette_vestidor_lujoso_garage_basso-bienes-raices_dd7
3147,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Malvinas Argentinas|,"-34.4714672812,-58.6982345581",360000,USD,5458464,360000,1098,230,327.8688525,1565.217391,,4,,http://malvinas-argentinas.properati.com.ar/12efp_venta_casa_malvinas-argentinas_jardin_parrilla_piscina_lujoso_impecable_grondona-asociados_ah3
3148,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5261357,-58.4724371",228000,USD,3457027.2,228000,115,90,1982.608696,2533.333333,1,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/zuy4_venta_ph_vicente-lopez_carlos-francisco-melo_800_terraza_vestidor_salaya-romera-propiedades
3149,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5969,-58.364096",530000,USD,8036072,530000,,157,,3375.796178,,4,,http://recoleta.properati.com.ar/y4yh_venta_departamentos_balvanera_balcon_baulera_suite_patio_toilette_luminoso_lujoso_re-max-premium
3150,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,94,,,,3,,http://ramos-mejia.properati.com.ar/s7kj_venta_departamentos_la-matanza
3151,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,510000,USD,7732824,510000,845,310,603.5502959,1645.16129,,,,http://nordelta.properati.com.ar/sw5m_venta_casa_nordelta_2200
3152,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6191016,-58.4415901",81000,USD,1228154.4,81000,43,41,1883.72093,1975.609756,7,,1500,http://caballito.properati.com.ar/zvvj_venta_departamentos_caballito_balcon_gimnasio_hidromasaje_lavadero_parrilla_amenities_placard_aire-acondicionado_estrenar_buyma-propiedades
3153,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4828062,-58.5869923",432044,USD,6550823.94,432044,142,123,3042.56338,3512.552846,4,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/x99f_venta_departamentos_bs-as-g-b-a-zona-norte_uruguay_6600
3154,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,"-34.6556002,-58.7665259",70000,USD,1061368,70000,42,,1666.666667,,,2,,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/v29b_venta_departamentos_mar-del-plata
3155,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,360000,USD,5458464,360000,360,192,1000,1875,,4,,http://ramos-mejia.properati.com.ar/s69b_venta_casa_la-matanza
3156,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|,"-27.3597041,-56.1600103",380000,USD,5761712,380000,500,500,760,760,,5,,http://bs-as-g-b-a-zona-oeste.properati.com.ar/hehd_venta_casa_bs-as-g-b-a-zona-oeste
3157,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7102561071,-58.3895874023",95000,USD,1440428,95000,60,60,1583.333333,1583.333333,,3,2,http://lanus.properati.com.ar/prtg_venta_departamentos_lanus
3158,sell,apartment,|Argentina|Capital Federal|Abasto|,,,,,,,,,,,,,http://abasto.properati.com.ar/ula1_venta_departamentos_abasto
3159,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,385000,USD,5837524,385000,350,350,1100,1100,,7,,http://haedo.properati.com.ar/sbea_venta_casa_moron
3160,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,"-34.7145301954,-58.5854748283",100000,USD,1516240,100000,250,180,400,555.5555556,,,,http://isidro-casanova.properati.com.ar/lduu_venta_casa_isidro-casanova
3161,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,,,,,,,110,,,,4,,http://isidro-casanova.properati.com.ar/saqp_venta_casa_la-matanza
3162,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4650871,-58.5165887",750000,USD,11371800,750000,806,406,930.5210918,1847.29064,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11nn2_venta_casa_san-isidro_juan-jose-diaz_1000_suite_lavadero_piscina_quincho_toilette_vestidor_luminoso_dependencias_mieres-acassuso
3163,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,,,,,,,68,,,,3,,http://ciudadela.properati.com.ar/s59t_venta_ph_bs-as-g-b-a-zona-norte
3164,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7309881,-58.2509236",1374914,ARS,1371097.92,90427.5,52,47,1738.990385,29253.48936,,2,,http://quilmes.properati.com.ar/12qwi_venta_departamentos_quilmes_balcon_parrilla_terraza_toilette_vista_lujoso_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
